都道府県,年度,サービス種別,資料上の事業所名,資料上の法人名,資料上の市区町村,事業所番号,法人番号,定員,対象者延人数,工賃支払総額,平均工賃月額,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出典,内部ID
和歌山県,2022年度,就労継続支援Ｂ型,就労継続支援Ｂ型みろく作業所,ライフカンパニー（株）,海草,,,20,28,162000,5786,突合済み,pref+name,就労継続支援B型みろく作業所,海南市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,f78d6dafd914d60b
和歌山県,2022年度,就労継続支援Ｂ型,プレイス,(NPO)プレイス,那賀,,,20,154,873279,5671,未突合,unmatched,,,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,
和歌山県,2022年度,就労継続支援Ｂ型,みらいのトビラ,(一社)未来の扉,西牟婁,,,20,21,115938,5521,突合済み,pref+name,みらいのトビラ,西牟婁郡白浜町,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,edb3074e0371c782
和歌山県,2022年度,就労継続支援Ｂ型,就労継続支援B型事業所Win-Win,（株）わかば,有田,,,20,228,1239104,5435,突合済み,pref+name,就労継続支援B型事業所Win-Win,有田市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,33d9e7d18bbbc5de
和歌山県,2022年度,就労継続支援Ｂ型,らぽるて,(福)筍憩会,伊都,,,20,354,1915853,5412,突合済み,pref+name,らぽるて,橋本市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,b12de973de57f163
和歌山県,2022年度,就労継続支援Ｂ型,ふわっぴー,(株)なつめ,日高,,,20,3,15600,5200,突合済み,pref+name,ふわっぴー,御坊市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,61176868a6647c1b
和歌山県,2022年度,就労継続支援Ｂ型,手の郷,(一社)和歌山県聴覚障害者協会,和歌山市,,,20,280,1394749,4981,突合済み,pref+city+name,手の郷,和歌山市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,850400a1757432ee
和歌山県,2022年度,就労継続支援Ｂ型,合同会社富美香,（合）富美香,那賀,,,20,80,395690,4946,突合済み,pref+name,合同会社富美香,紀の川市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,39661a09ceda7c93
和歌山県,2022年度,就労継続支援Ｂ型,みんなの広場,(株)KR和歌山,和歌山市,,,20,177,864300,4883,突合済み,pref+city+name,みんなの広場,和歌山市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,d48c2476e7fd8c14
和歌山県,2022年度,就労継続支援Ｂ型,就労継続支援Ｂ型事業くまのワーク,(一社)ネクスト,東牟婁,,,13,23,110544,4806,未突合,unmatched,,,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,
和歌山県,2022年度,就労継続支援Ｂ型,キミト☆ミライ,(株)竹千代,西牟婁,,,20,117,466080,3984,突合済み,pref+name,キミト☆ミライ,西牟婁郡白浜町,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,285c6a6b49fdded2
和歌山県,2022年度,就労継続支援Ｂ型,ポレポレはうす,(有)さくらケアセンター,和歌山市,,,20,235,922240,3924,突合済み,pref+city+name,ポレポレはうす,和歌山市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,bbf83a3409b805da
和歌山県,2022年度,就労継続支援Ｂ型,就労支援事業所 つくる葉,（一社）創,西牟婁,,,20,255,964445,3782,突合済み,pref+name,就労支援事業所　つくる葉,田辺市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,534e5463a6fd5fb8
和歌山県,2022年度,就労継続支援Ｂ型,つぼみ作業所,(合)吉兆,和歌山市,,,20,272,980275,3604,突合済み,pref+city+name,つぼみ作業所,和歌山市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,d7c289e5623abe72
和歌山県,2022年度,就労継続支援Ｂ型,マスカット,（株）GreenApple,那賀,,,10,129,387000,3000,突合済み,pref+name,マスカット,岩出市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,d36e872d9c5d8b6f
和歌山県,2022年度,就労継続支援Ｂ型,くろしお作業所,(福)一麦会,和歌山市,,,10,12,14540,1212,突合済み,pref+city+name,くろしお作業所,和歌山市,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,bca4ab829491301b
和歌山県,2022年度,就労継続支援Ｂ型,就労継続支援ｂ型ようそろ,(一社)朝凪会,有田,,,20,0,0,0,突合済み,pref+name,就労継続支援b型ようそろ,有田郡広川町,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,fdfa747b7e9aa733
和歌山県,2022年度,就労継続支援Ｂ型,くじらぐも,(NPO)七彩会,東牟婁,,,10,0,0,0,突合済み,pref+name,くじらぐも,東牟婁郡那智勝浦町,https://www.pref.wakayama.lg.jp/prefg/040400/jyusan20/kochinjisseki.html,dbcd6b1a7b3dd6fb
大阪府,2024年度,就労継続支援Ａ型,未来あべの,アクティブサポート株式会社,大阪市,,3120001204072,20,1,310000,310000,突合済み,pref+city+name,未来あべの,大阪市阿倍野区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7151cb6cf6340a14
大阪府,2024年度,就労継続支援Ａ型,健美道今里,有限会社ファミリータイズ,大阪市,,7120002050842,30,410,77890727,189977,突合済み,corp_no+name,健美道　今里,大阪市東成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9ed5c1220c67b930
大阪府,2024年度,就労継続支援Ａ型,りんくうワークス,社会福祉法人恩賜財団 済生会支部大阪府済生会,泉南市,,3010405001696,40,444,83596374,188280,突合済み,corp_no+name,りんくうワークス,泉南市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,0e7247b9de88fdf2
大阪府,2024年度,就労継続支援Ａ型,ワークサポート鶴見,iiTe株式会社,大阪市,,3120001228344,18,81,15088281,186275,突合済み,corp_no+name,ワークサポート　鶴見,大阪市鶴見区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3727150714b07574
大阪府,2024年度,就労継続支援Ａ型,健美道,有限会社ファミリータイズ,大阪市,,7120002050842,40,636,116232170,182755,突合済み,corp_no+name,健美道,大阪市東成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3ded8e6420b7bc70
大阪府,2024年度,就労継続支援Ａ型,レーヴ,株式会社レーヴ,大阪市,,2120001235886,20,705,124259991,176255,突合済み,corp_no+name,レーヴ,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7a818131b350e956
大阪府,2024年度,就労継続支援Ａ型,ウォッシュハウスサンライズ,社会福祉法人いずみ野福祉会,岸和田市,,7120105006122,10,72,12624590,175342,突合済み,corp_no+name,ウォッシュハウスサンライズ,岸和田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9b1762b51e0566c2
大阪府,2024年度,就労継続支援Ａ型,健美道玉造,有限会社ファミリータイズ,大阪市,,7120002050842,30,334,58545636,175286,突合済み,corp_no+name,健美道　玉造,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,117e71c9f8c462bc
大阪府,2024年度,就労継続支援Ａ型,健美道枚方,有限会社ファミリータイズ,枚方市,,7120002050842,30,306,53132188,173635,突合済み,pref+city+name,健美道枚方,枚方市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,2c65ae2074ceb8ab
大阪府,2024年度,就労継続支援Ａ型,支援センターさくら,大阪手をつなぐ育成会,大東市,,2120005002515,10,59,10031658,170028,突合済み,corp_no+name,支援センターさくら,大東市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,aecf3e730842b1ab
大阪府,2024年度,就労継続支援Ａ型,健美道アンカー,有限会社ファミリータイズ,大阪市,,7120002050842,40,313,52873555,168925,突合済み,corp_no+name,健美道アンカー,大阪市東成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,e0b5d204b60fd932
大阪府,2024年度,就労継続支援Ａ型,楽らく,合同会社楽らく,大阪市,,3120003015443,19,212,34870618,164484,突合済み,corp_no+name,楽らく,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,6f896fc4011cf886
大阪府,2024年度,就労継続支援Ａ型,Kawasemi,そうそうの杜,大阪市,,4120005007909,10,89,14579502,163815,突合済み,corp_no+name,Ｋａｗａｓｅｍｉ,大阪市城東区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,bba74495ae0321a2
大阪府,2024年度,就労継続支援Ａ型,健美道天満,有限会社ファミリータイズ,大阪市,,7120002050842,36,428,70025672,163611,突合済み,corp_no+name,健美道　天満,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,f7b34d196bd2f839
大阪府,2024年度,就労継続支援Ａ型,ワークワーク,一般社団法人ワークワーク,東大阪市,,7122005002787,20,340,53932394,158625,突合済み,corp_no+name,ワークワーク,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,0a0b05e9f65e201a
大阪府,2024年度,就労継続支援Ａ型,てあてる,株式会社テアテル,大阪市,,5120001207197,20,516,81364681,157683,突合済み,corp_no+name,てあてる,大阪市西区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7041249087333367
大阪府,2024年度,就労継続支援Ａ型,ネクストステージエイブル,矢野紙器株式会社,大阪市,,6120001025631,10,67,10552985,157507,突合済み,corp_no+name,ネクストステージエイブル,大阪市天王寺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,201265f64a70d702
大阪府,2024年度,就労継続支援Ａ型,ＨＯＰＥワークス本町,ホープ社会事業協同組合,大阪市,,4120005020003,20,103,15782540,153229,突合済み,corp_no+name,ＨＯＰＥワークス本町,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,5079ec3e9308f3ab
大阪府,2024年度,就労継続支援Ａ型,リベラーラ,株式会社リベラーラ,大阪市,,9120001243552,20,646,98479018,152444,突合済み,corp_no+name,リベラーラ,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,2b8759f1ef0ce5ea
大阪府,2024年度,就労継続支援Ａ型,株式会社いずみエコロジーファーム ハートランド事業部,株式会社いずみエコロジーファーム,和泉市,,3120101046902,20,163,24170200,148283,突合済み,corp_no+name,株式会社　いずみエコロジーファーム　ハートランド事業部,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9b24331c0ef76a63
大阪府,2024年度,就労継続支援Ａ型,NPO法人大阪精神障害者就労支援ネットワーク,NPO法人大阪精神障害者就労支援ネットワーク,茨木市,,9120005014231,20,100,14649621,146496,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,ワークショップエイブル大阪,社会福祉法人 英芳会,太子町,,8120905001643,20,225,32297513,143545,突合済み,corp_no+name,ワークショップ　エイブル大阪,南河内郡太子町,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3f78e9ec2286071f
大阪府,2024年度,就労継続支援Ａ型,ル・プラス,社会福祉法人加島友愛会,豊中市,,9120005002401,40,440,62768620,142656,突合済み,corp_no+name,ル・プラス,豊中市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7581fa367d970431
大阪府,2024年度,就労継続支援Ａ型,中津サテライトオフィス,大阪市障害者福祉・スポーツ協会,大阪市,,1120005002524,10,60,8464376,141073,突合済み,corp_no+name,中津サテライトオフィス,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,0b2d8fe948096206
大阪府,2024年度,就労継続支援Ａ型,就労継続支援A型事業所 Mirrime,株式会社JOBconnect,大阪市,,3120001227370,20,699,95919929,137225,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,リアン内本町,NPO法人リアン,大阪市,,4120005018393,20,866,117437765,135609,突合済み,corp_no+name,リアン内本町,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,dc8e25ff5442ed7c
大阪府,2024年度,就労継続支援Ａ型,舞洲フェルム,株式会社舞洲フェルム,大阪市,,3120001178630,15,120,16032758,133606,突合済み,corp_no+name,舞洲フェルム,大阪市此花区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,1c32864af61399c2
大阪府,2024年度,就労継続支援Ａ型,街かどあぐりにしなり,NPO法人街かど福祉,大阪市,,3120005009286,14,117,15466815,132195,突合済み,corp_no+name,街かどあぐりにしなり,大阪市西成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,4598031f0a1a166c
大阪府,2024年度,就労継続支援Ａ型,未来 南船場,株式会社未来工房,大阪市,,8120001224719,20,422,54173865,128374,突合済み,corp_no+name,未来　南船場,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,28d68e7a0ea9523a
大阪府,2024年度,就労継続支援Ａ型,ロジックラボ,株式会社テクリオ,大阪市,,2120001223197,10,90,11397775,126642,突合済み,corp_no+name,ロジックラボ,大阪市西区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,be69631f2c919021
大阪府,2024年度,就労継続支援Ａ型,株式会社リーパス・オフィスサポート 徳井町,株式会社リーパス・オフィスサポート,大阪市,,4120001205887,20,411,51981852,126477,突合済み,corp_no+name,株式会社リーパス・オフィスサポート徳井町,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,afc4d995cee96c06
大阪府,2024年度,就労継続支援Ａ型,ポリフォニー,一般社団法人ダイアロゴス,大阪市,,4120005018617,10,98,12257507,125077,突合済み,corp_no+name,ポリフォニー,大阪市西区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,28c47c4e5f5cccee
大阪府,2024年度,就労継続支援Ａ型,ともにー,泉州自立支援センター,和泉市,,8120105007615,10,86,10739997,124884,突合済み,corp_no+name,ともにー,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,2123c59cabb00eb1
大阪府,2024年度,就労継続支援Ａ型,アイディアルサポート,株式会社 アイディアルサポート,東大阪市,,5120001186202,20,238,29683583,124721,突合済み,corp_no+name,アイディアルサポート,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,b8580ffac81b12ea
大阪府,2024年度,就労継続支援Ａ型,就労支援事業所ちえの輪西天満,株式会社ジャスト・トレンド,大阪市,,9120001186644,20,277,34527544,124648,突合済み,corp_no+name,就労支援事業所ちえの輪　西天満,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,b357a93dc00b0279
大阪府,2024年度,就労継続支援Ａ型,アンダンテ就労ステーション,公益財団法人 浅香山病院,堺市,,9120105007713,10,131,16101599,122913,突合済み,corp_no+name,アンダンテ就労ステーション,堺市堺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,14fa010b4a1466a6
大阪府,2024年度,就労継続支援Ａ型,シーキューブ,株式会社シーキューブ,大阪市,,7120001239949,20,554,66257687,119599,突合済み,corp_no+name,シーキューブ,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,f07078644178675b
大阪府,2024年度,就労継続支援Ａ型,A型事業所 Joy Quest,株式会社 みらここ,大阪市,,1140001129237,20,286,34195207,119564,突合済み,corp_no+name,Ａ型事業所　Ｊｏｙ　Ｑｕｅｓｔ,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,1c88d1e640c17028
大阪府,2024年度,就労継続支援Ａ型,クローバー,株式会社Ｃｌｏｖｅｒ,河内長野市,,5120101070644,20,4,477483,119371,突合済み,corp_no+name,クローバー,河内長野市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,b2a3c7f96b7b6d9b
大阪府,2024年度,就労継続支援Ａ型,てあてる我孫子,株式会社テアテル,大阪市,,5120001207197,20,345,41139677,119245,突合済み,corp_no+name,てあてる我孫子,大阪市住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,1855135ebea3bf45
大阪府,2024年度,就労継続支援Ａ型,self-A・セブン中桜塚,合同会社セブン,豊中市,,8120903001703,15,174,20687881,118896,突合済み,corp_no+name,self-A・セブン中桜塚,豊中市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fd7289236d76e868
大阪府,2024年度,就労継続支援Ａ型,障がい者支援施設みずほおおぞら 就労継続支援A型事業所,大阪府社会福祉事業団,豊中市,,4120005002521,10,106,12594197,118813,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,ドリームワーク,一般社団ドリームワーク,寝屋川市,,9120005020510,20,107,12712696,118810,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,NOAH,株式会社NOAH,大阪市,,5120001231569,20,468,55004353,117531,突合済み,corp_no+name,ＮＯＡＨ,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7a747b4c2a22598c
大阪府,2024年度,就労継続支援Ａ型,輪くる,恵み株式会社,河内長野市,,6120101051420,10,130,15275461,117504,突合済み,corp_no+name,輪くる,河内長野市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9a7652261f28bcde
大阪府,2024年度,就労継続支援Ａ型,いにしき,Re-Live,岬町,,3120105008147,10,65,7625899,117322,突合済み,corp_no+name,いにしき,泉南郡岬町,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,c9b13f9eace45314
大阪府,2024年度,就労継続支援Ａ型,ファーストスター,株式会社ラッツ,和泉市,,5120101062294,20,7822,40579553,116207,突合済み,corp_no+name,ファーストスター,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,ef063a2d14670f96
大阪府,2024年度,就労継続支援Ａ型,self-A・セブン豊中市役所前,株式会社ハニービー,豊中市,,3220001018149,10,93,10663427,114661,突合済み,corp_no+name,self-A・セブン豊中市役所前,豊中市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,29897d9902a165cb
大阪府,2024年度,就労継続支援Ａ型,えにぽ,株式会社えにぽ,大阪市,,4120001247351,20,589,67407243,114444,突合済み,corp_no+name,えにぽ,大阪市西区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3fac5844d027cbd4
大阪府,2024年度,就労継続支援Ａ型,ウイズリーフ,有限会社Classy Lab,大阪市,,4120102021069,20,410,46888424,114362,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,就労継続支援Ａ型つぼみ,特定非営利活動法人地域支援センターあゆみ,河内長野市,,6120205005562,10,62,7065299,113956,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,就労支援事業所ちえの輪,株式会社ジャスト・トレンド,大阪市,,9120001186644,20,285,32417667,113746,突合済み,corp_no+name,就労支援事業所ちえの輪,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,43d6fc396cb8c0ac
大阪府,2024年度,就労継続支援Ａ型,リアンス,株式会社 B.I.Y,堺市,,4122001037633,13,59,6692444,113431,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,一般社団法人なかの屋釣鐘町,一般社団法人なかの屋釣鐘町,大阪市,,2120005022166,44,376,42619635,113350,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,だいこん畑 北田辺店,有限会社だいこん畑,大阪市,,7120002005879,20,276,31130343,112791,突合済み,corp_no+name,だいこん畑　北田辺店,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9116484c088370ff
大阪府,2024年度,就労継続支援Ａ型,就労支援事業所ちえの輪 池田,株式会社ジャスト・トレンド,池田市,,9120001186644,20,286,32060984,112101,突合済み,corp_no+name,就労支援事業所ちえの輪　池田,池田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,630a89552a8c06b6
大阪府,2024年度,就労継続支援Ａ型,愛丸ワークス,株式会社with,枚方市,,5120001252235,15,134,14930586,111422,未突合,city_mismatch,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,ル・クロヴィレッジ,一般社団法人FUKURO,貝塚市,,1130005014221,10,26,2895498,111365,突合済み,corp_no+name,ル・クロヴィレッジ,貝塚市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,1bef96865c0a9531
大阪府,2024年度,就労継続支援Ａ型,アロハ,有限会社パッケム,大阪市,,9120002048001,10,7,778615,111231,突合済み,corp_no+name,アロハ,大阪市平野区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9523a98e2f8cf9a6
大阪府,2024年度,就労継続支援Ａ型,ジャスワーク,株式会社syukomu,吹田市,,5140003011587,20,431,47740829,110768,突合済み,corp_no+name,ジャスワーク,吹田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,206cd46f48265d90
大阪府,2024年度,就労継続支援Ａ型,就労継続支援事業所 松屋茶論,三篠会,堺市,,8240005001615,10,87,9562271,109911,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,ツナグ工房/ツナグ茶房,株式会社TSUNAGU,東大阪市,,6122001029232,10,65,7131005,109708,突合済み,corp_no+name,ツナグ工房/ツナグ茶房,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,f4d2c92d250a5b36
大阪府,2024年度,就労継続支援Ａ型,糸星,月虹株式会社,富田林市,,8120101063975,20,106,11469748,108205,突合済み,corp_no+name,糸星,富田林市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3b1c087132ea7cc7
大阪府,2024年度,就労継続支援Ａ型,レイオブライト,有限会社プロ・フィッツ,大阪市,,5120002057071,20,99,10635259,107427,突合済み,corp_no+name,レイオブライト,大阪市鶴見区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7aace6171adc94c8
大阪府,2024年度,就労継続支援Ａ型,ACCEPT COFFEE,株式会社ジー・エヌ・オー,大阪市,,4120001169034,10,213,22878581,107411,突合済み,corp_no+name,ＡＣＣＥＰＴ　ＣＯＦＦＥＥ,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,075faab13d12a25c
大阪府,2024年度,就労継続支援Ａ型,self-A・アムール,株式会社エスポワール,茨木市,,5122001028053,10,43,4615110,107328,突合済み,corp_no+name,self-A・アムール,茨木市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,49e56dc3c3f42965
大阪府,2024年度,就労継続支援Ａ型,カルーナ,株式会社エルアンド,堺市,,6120101070908,10,12,1286113,107176,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ａ型,みらいじゅ堺,天照会,堺市,,2120105005335,20,421,45096223,107117,突合済み,corp_no+name,みらいじゅ堺,堺市堺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,d9ae7dc47ad1b587
大阪府,2024年度,就労継続支援Ａ型,ライズ堺東,株式会社ウエストサービス,堺市,,4120101052742,20,270,28855945,106874,突合済み,corp_no+name,ライズ堺東,堺市堺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,d56444f9e6e5ee54
大阪府,2024年度,就労継続支援Ａ型,わーくぷらす,合同会社わーくぷらす,大阪市,,1120003010066,20,435,46377669,106615,突合済み,corp_no+name,わーくぷらす,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,47245739c29d9e37
大阪府,2024年度,就労継続支援Ａ型,オリーブ事業所,株式会社ＡＪ,大阪市,,9120001189399,20,372,39310067,105672,突合済み,corp_no+name,オリーブ事業所,大阪市住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,0ec4cf0f5a168301
大阪府,2024年度,就労継続支援Ａ型,あおぞらワーキングテラス,一般社団法人障がい者 就労・就学支援協会 仰空会,茨木市,,7120905005496,20,274,28936316,105607,突合済み,corp_no+name,あおぞらワーキングテラス,茨木市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,c2772817d4e3c9f3
大阪府,2024年度,就労継続支援Ａ型,タミサエ,合同会社タミサエ,柏原市,,7122003001196,10,72,7602377,105589,突合済み,corp_no+name,タミサエ,柏原市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,145069ed7209b413
大阪府,2024年度,就労継続支援Ａ型,ひらかた・にじ福祉工場,社会福祉法人であい共生舎,枚方市,,1120005012746,10,108,11395677,105516,突合済み,corp_no+name,ひらかた・にじ福祉工場,枚方市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9ab3d39a35485a7d
大阪府,2024年度,就労継続支援Ａ型,だいこん畑 東住吉本店,有限会社だいこん畑,大阪市,,7120002005879,20,83,8754067,105471,突合済み,corp_no+name,だいこん畑　東住吉本店,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,eb79b135e49e2e24
大阪府,2024年度,就労継続支援Ａ型,就労支援 団,ダン合同会社,八尾市,,3122003001596,10,132,13875569,105118,突合済み,corp_no+name,就労支援　団,八尾市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,abaedd348950cab7
