都道府県,分類,資料上の表記,資料上の事業所名,製品・サービスの内容,事業所番号,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出所,資料名,出典,内部ID
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 いずみの里,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 えこ,,0110902004,突合済み,pref+city+name,就労継続支援Ｂ型事業所　えこ,札幌市手稲区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1fc527b14fd190dc
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 かるがも,,0110204229,突合済み,pref+city+name,就労継続支援Ｂ型事業所　かるがも,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,19008edfed654f5e
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 きずな,,0114601602,突合済み,pref+city+name,就労継続支援Ｂ型事業所　きずな,帯広市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e95f27918b0fa38f
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 こがも,,0110205788,突合済み,pref+city+name,就労継続支援B型事業所こがも,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,68f45c7821f89a5e
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 たんた,,0114102429,突合済み,pref+city+name,就労継続支援B型事業所　たんた,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1d4014f3e86e8c9b
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 ているういんど,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 なつみかん,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 にじいろ,,0110302197,突合済み,pref+city+name,就労継続支援Ｂ型事業所　にじいろ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,750fefd041de8082
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 エンターテインメントアカデミー で,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 エンターテインメントアカデミーでじるみ旭川,,0112909619,突合済み,pref+city+name,就労継続支援B型事業所エンターテインメントアカデミーでじるみ旭川,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fed8fb4ab0be07f0
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 クローバー琴似,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 サニースポット白石,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 サポート末広,,0116700428,突合済み,pref+city+name,就労継続支援Ｂ型事業所サポート末広,稚内市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3eedbb7517bd517e
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 ユウアンドアイ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 ユメイク,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 ユメイク麻生,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 ワークライフ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 札幌市あかしあ学園,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 東川リード,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 楽厚別店,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 若草友の会共同作業所,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所 藍ライズ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所BEBOP,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所Link,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所Web屋FUJI,,0110403649,突合済み,pref+city+name,就労継続支援Ｂ型事業所　Ｗｅｂ屋ＦＵＪＩ,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5930b12670f32f31
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所be.coffee stand,,0110404159,突合済み,pref+city+name,就労継続支援Ｂ型事業所be.coffee stand,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,6711f9a1be9c885e
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所be.coffee stay,,0110901394,突合済み,pref+city+name,就労継続支援Ｂ型事業所　ｂｅ．Ｃｏｆｆｅｅ　ｓｔａｙ,札幌市清田区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,885e3611feec47d7
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所あすたーの森,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所けさらん,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ここちぐら,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所さわやか釧路,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ともに,,0114102403,突合済み,pref+city+name,就労継続支援B型事業所　ともに,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5031d37dfc0407db
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所どんぐりの家,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ひなた,,0110405297,突合済み,pref+city+name,就労継続支援Ｂ型事業所　ひなた,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,73720dc2bfdda49c
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ひまわり,,0110800364,突合済み,pref+city+name,就労継続支援Ｂ型事業所　ひまわり,札幌市厚別区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5bd280b1a0d6e7ff
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所みらいかない,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所わかば,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所アルカディア,,0110204732,突合済み,pref+city+name,就労継続支援Ｂ型事業所　アルカディア,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1f8ac2d073ae0722
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所エンターテイメントアカデミーでじる,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所エンターテインメントアカデミーでじ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所カムカム,,,未突合,city_mismatch,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所コミュニティはこだて,,0111402293,突合済み,pref+city+name,就労継続支援Ｂ型事業所コミュニティはこだて,函館市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e3dbaba27ae78bad
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所コンテ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所サンク,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所スマイルラボ,,0110204682,突合済み,pref+city+name,就労継続支援Ｂ型事業所　スマイルラボ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,82a19757b6f5dcd7
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所スリーピース,,0111100624,突合済み,pref+city+name,就労継続支援Ｂ型事業所スリーピース,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,98545a9c11d7e7f7
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ソラ,,0110203684,突合済み,pref+city+name,就労継続支援B型事業所ソラ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,61382571c5f740ea
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所パキラねる,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ペットショップいきものがかり,,0114601453,突合済み,pref+city+name,就労継続支援B型事業所ペットショップいきものがかり,帯広市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,26c1909d522a9b97
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所メロディーハウス,,0117600817,突合済み,pref+city+name,就労継続支援B型事業所メロディーハウス,石狩市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,952559d7f32ff5fa
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ランプ,,0110404720,突合済み,pref+city+name,就労継続支援B型事業所　ランプ,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,6fe28d0dda1ba8ff
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所和,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所 どさんこ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所 クルハウス,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所 クルハウス,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所 フレンズ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所 ワークセンターふれん,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所 杜の風,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所型事業所スノードロップ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ＫＩＲＡＭＥＫＩ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援B型事業所ｴﾝﾀｰﾃｲﾒﾝﾄｱｶﾃﾞﾐｰでじるみ札幌北,,0110205424,突合済み,pref+city+name,就労継続支援Ｂ型事業所エンターテイメントアカデミーでじるみ札幌北,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,29d956b87294cdc2
北海道,その他サービス,その他サービス・役務,就労継続支援れのあism,,0110302064,突合済み,pref+city+name,就労継続支援　れのあｉｓｍ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,68fb09c9163d11ee
北海道,その他サービス,その他サービス・役務,就労継続支援ビルド,,0110103769,突合済み,pref+city+name,就労継続支援ビルド,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,6470ddbc712cfde6
北海道,その他サービス,その他サービス・役務,就労継続支援ワークサロン,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援事業所B型キッチンいつき,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援事業所はばたき,,0112908769,突合済み,pref+city+name,就労継続支援事業所　はばたき,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fcbc67b7af5e0fbc
北海道,その他サービス,その他サービス・役務,就労継続支援事業所ぷりもぱっそ,,0112001375,突合済み,pref+city+name,就労継続支援事業所　ぷりもぱっそ,小樽市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1d62d2ec4a3617b6
北海道,その他サービス,その他サービス・役務,就労継続支援事業所エコ・ファクトリー,,0111100236,突合済み,pref+city+name,就労継続支援事業所　エコ・ファクトリー,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7ce84ac09634b0a7
北海道,その他サービス,その他サービス・役務,就労継続支援事業所エンターテインメントアカデミーでじるみ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援事業所テスターズラボ,,0110203999,突合済み,pref+city+name,就労継続支援事業所テスターズラボ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c7e1ddb5c565fb00
北海道,その他サービス,その他サービス・役務,就労継続支援事業所テスターズラボ 南道通事業所,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援事業所テスターズラボ 本郷通事業所,,0110405420,突合済み,pref+city+name,就労継続支援事業所テスターズラボ　本郷通事業所,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,27ce81c00d1985d3
北海道,その他サービス,その他サービス・役務,就労継続支援事業所ハーモニ―,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援事業所マヤッカ,,0113200620,突合済み,pref+city+name,就労継続支援事業所マヤッカ,名寄市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,95bf9d62f4251ca9
北海道,その他サービス,その他サービス・役務,就労継続支援事業所森の家,,0114200306,突合済み,pref+city+name,就労継続支援事業所　森の家,標津郡中標津町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,81cab1d14535e81d
北海道,その他サービス,その他サービス・役務,就労継続支援施設B型 歩,,0110900404,突合済み,pref+city+name,就労継続支援施設Ｂ型　歩,札幌市手稲区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,28b98bd56f6ff1a0
北海道,その他サービス,その他サービス・役務,就労継続支援施設月とらいおん,,0113500284,突合済み,pref+city+name,就労継続支援施設月とらいおん,登別市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3b0b7c143f93ba98
北海道,その他サービス,その他サービス・役務,就労継続支援Ａ型事業所ジョブクルー,,0111000998,突合済み,pref+city+name,就労継続支援Ａ型事業所　ｼﾞｮﾌﾞｸﾙｰ,江別市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1306ad5bb99c62c9
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型かつら共同作業所,,0111501169,突合済み,pref+city+name,就労継続支援Ｂ型　かつら共同作業所,二海郡八雲町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,6feb066eaf784d1e
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型どりーみほーむ,,0110700036,突合済み,pref+city+name,就労継続支援Ｂ型どりーみほーむ,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,68aa6e5e44f82444
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型エルム,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所 くしろわんこ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所 つばさ,,0111402285,突合済み,pref+city+name,就労継続支援Ｂ型事業所つばさ,函館市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,86c04c67aba8bc76
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所 ワンステップ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所 愛らんど,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所 絆,,0110900099,突合済み,pref+city+name,就労継続支援Ｂ型事業所　絆,札幌市厚別区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,25dcd160593adcfb
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所TeCREA千歳,,0111101010,突合済み,pref+city+name,就労継続支援Ｂ型事業所　TeCREA千歳,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fe771ff8cb754bb3
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所illumi,,0114102056,突合済み,pref+city+name,就労継続支援B型事業所　illumi,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,87d27d0855973121
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所びーぼ,,0115000945,突合済み,pref+city+name,就労継続支援Ｂ型事業所　びーぼ,北見市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0ca995acac0c243d
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所アクション,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型事業所クローバーズ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,就労継続支援Ｂ型作業所ここ・から,,0110600418,突合済み,pref+city+name,就労継続支援Ｂ型作業所　ここ・から,札幌市南区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,acb545fe2c47ff01
北海道,その他サービス,その他サービス・役務,島屋ゴマサーカス,,0114100837,突合済み,pref+city+name,島屋ゴマサーカス,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b1d899fbbff0ffbc
北海道,その他サービス,その他サービス・役務,島時間,,0110405263,突合済み,pref+city+name,島時間,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3a05266e10ea1551
北海道,その他サービス,その他サービス・役務,島時間中島公園店,,0110103710,突合済み,pref+city+name,島時間中島公園店,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,030f0d3ca56c804c
北海道,その他サービス,その他サービス・役務,工房こぶし・いこい,,0115700445,突合済み,pref+city+name,工房こぶし・いこい,岩見沢市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1955de4bca2b518a
北海道,その他サービス,その他サービス・役務,工房むぎ,,0110901600,突合済み,pref+city+name,工房むぎ,札幌市清田区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0c7072ebefd29e80
北海道,その他サービス,その他サービス・役務,工房四季,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,愛和の里きもべつ,,0112200019,突合済み,pref+city+name,愛和の里きもべつ,虻田郡喜茂別町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4672c08a52414d48
北海道,その他サービス,その他サービス・役務,新ひだか町コミュニティハウスしずない,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,新十津川町ジョブサポートフレーバーカントリー,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,新十津川町ジョブサポートフレーバーカントリー,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,新十津川町就労継続支援B型事業所ぴあねっと,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,日中活動センターげんせん,,0113500185,突合済み,pref+city+name,日中活動センターげんせん,室蘭市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f5d72e4014c57817
北海道,その他サービス,その他サービス・役務,旭川就労継続支援B型事業所あーる,,,未突合,ambiguous,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,旭川福祉園,,0112907175,突合済み,pref+city+name,旭川福祉園,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8c2263d43efae41d
北海道,その他サービス,その他サービス・役務,晴レルモキッチン,,0111100723,突合済み,pref+city+name,晴レルモキッチン,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a88daeedcb4a17b3
